ABHD2	chr15	-	ABHD2	chr15	+
ABHD2	chr15	-	ABHD2	chr15	-
ABHD3	chr18	-	ANKRD29	chr18	-
ABHD4	chr14	+	PSMB11	chr14	+
ABHD4	chr14	-	TSPYL2	chrX	+
ABHD6	chr3	+	FLNB	chr3	+
ABHD6	chr3	+	LOC100507412	chr?	+
ABHD6	chr3	-	ABHD6	chr3	+
ABHD6	chr3	-	KLHL24	chr3	+
ABHD8	chr19	-	ILKAP	chr2	-
ABI1	chr10	-	BIN2	chr12	+
ABI1	chr10	-	CCDC7	chr10	+
ABI1	chr10	-	CLMN	chr14	-
ABI1	chr10	-	CUBN	chr10	-
ABI1	chr10	-	LRRC37A6P	chr10	-
ABI1	chr10	-	PTP4A3	chr8	+
ABI1	chr10	-	YME1L1	chr10	-
ABI2	chr2	+	CARF	chr2	+
ABI2	chr2	+	CHMP1A	chr16	-
ABI2	chr2	+	COX1	chrMT	+
ABI2	chr2	+	CYP20A1	chr2	+
ABI2	chr2	+	FAM117B	chr2	+
ABI2	chr2	+	HEXIM2	chr17	+
ABI2	chr2	+	MAIP1	chr2	+
ABI2	chr2	+	PPP1R1C	chr2	+
ABI2	chr2	+	SPATS2L	chr2	+
ABI2	chr2	-	GOLGA4	chr3	+
ABI3	chr17	+	STARD3	chr17	+
ABI3BP	chr3	-	NBPF9	chr1	-
ABL1	chr9	+	ADAMTSL2	chr9	+
ABL1	chr9	+	APBA1	chr9	-
ABL1	chr9	+	BCR	chr22	+
ABL1	chr9	+	BCR	chr22	+
ABL1	chr9	+	BRD3	chr9	-
ABL1	chr9	+	CCBL1	chr9	-
ABL1	chr9	+	DDX27	chr20	+
ABL1	chr9	+	EXOSC2	chr9	+
ABL1	chr9	+	FUBP3	chr9	+
ABL1	chr9	+	KYAT1	chr9	-
ABL1	chr9	+	NRXN2	chr11	+
ABL1	chr9	+	NUP214	chr9	+
ABL1	chr9	+	PRDM12	chr9	+
ABL1	chr9	+	PTPRN2	chr7	-
ABL1	chr9	+	RNF220	chr1	+
ABL1	chr9	+	SLC38A10	chr17	-
ABL2	chr1	+	ABL2	chr1	-
ABL2	chr1	-	COPG1	chr3	-
ABL2	chr1	-	GPR161	chr1	-
ABL2	chr1	-	KCNH1	chr1	-
ABL2	chr1	-	XRRA1	chr11	-
ABLIM1	chr10	+	AMBRA1	chr11	-
ABLIM1	chr10	-	ABLIM1	chr10	-
ABLIM1	chr10	-	MAPRE1	chr20	+
ABLIM1	chr10	-	PDE6B	chr4	+
ABLIM1	chr10	-	PTCD2	chr5	+
ABLIM1	chr10	-	WBP2	chr17	-
ABLIM1	chr10	-	WDR11-AS1	chr10	-
ABLIM2	chr4	-	PPP2R2C	chr4	-
ABLIM3	chr5	+	CDK14	chr7	-
ABLIM3	chr5	+	TRPM8	chr2	+
ABLIM3	chr5	-	ALB	chr4	+
ABO	chr9	-	HTR3B	chr11	+
ABR	chr17	+	ABR	chr17	-
ABR	chr17	-	ACAD10	chr12	+
ABR	chr17	-	ADGRB1	chr8	+
ABR	chr17	-	ASPA	chr17	+
ABR	chr17	-	BAI1	chr8	+
ABR	chr17	-	CLUH	chr17	-
ABR	chr17	-	CRK	chr17	-
ABR	chr17	-	GAS7	chr17	-
ABR	chr17	-	GEMIN4	chr17	-
ABR	chr17	-	KIAA0664	chr17	-
ABR	chr17	-	MAN2B1	chr19	-
ABR	chr17	-	PITPNA	chr17	-
ABR	chr17	-	RTN4RL1	chr17	-
ABR	chr17	-	STAP2	chr19	-
ABR	chr17	-	YWHAE	chr17	-
ABRACL	chr6	+	MAP3K5	chr6	-
ABRACL	chr6	+	PERP	chr6	-
ABT1	chr6	+	BTN2A3P	chr6	+
ABTB2	chr11	-	APIP	chr11	-
ABTB2	chr11	-	ATXN3	chr14	-
ABTB2	chr11	-	CIR1	chr2	-
ABTB2	chr11	-	LMO2	chr11	-
ABTB2	chr11	-	NDUFB1	chr14	-
ABTB2	chr11	-	QRICH1	chr3	+
ABTB2	chr11	-	TYRL	chr11	-
AC005522.1	chr7	+	ZP3	chr7	+
AC113191.1	chr8	+	ANK1	chr8	-
ACAA1	chr3	-	ACAA1	chr3	+
ACAA1	chr3	-	ACAA1	chr3	-
ACAA2	chr18	-	LINC01207	chr4	-
ACAA2	chr18	-	MYO5B	chr18	-
ACAA2	chr18	-	SMG1	chr16	+
ACACA	chr17	+	PRKDC	chr8	+
ACACA	chr17	-	ACCN1	chr17	-
ACACA	chr17	-	ADAM9	chr8	+
ACACA	chr17	-	ASIC2	chr17	-
ACACA	chr17	-	C12orf26	chr12	+
ACACA	chr17	-	C20orf72	chr20	+
ACACA	chr17	-	CCDC192	chr5	+
ACACA	chr17	-	CCL5	chr17	-
ACACA	chr17	-	FAM104A	chr17	-
ACACA	chr17	-	GLIPR1L2	chr12	+
ACACA	chr17	-	GSDMB	chr17	-
ACACA	chr17	-	HTRA4	chr8	+
ACACA	chr17	-	LASP1	chr17	+
ACACA	chr17	-	LGALS9	chr17	+
ACACA	chr17	-	MED1	chr17	-
ACACA	chr17	-	MED24	chr17	-
ACACA	chr17	-	MMP28	chr17	-
ACACA	chr17	-	PARD6G	chr18	-
ACACA	chr17	-	PRKCA	chr17	+
ACACA	chr17	-	RARA	chr17	+
ACACA	chr17	-	SRCIN1	chr17	-
ACACA	chr17	-	SSH2	chr17	-
ACACA	chr17	-	STAC2	chr17	-
ACACA	chr17	-	SYNRG	chr17	-
ACACA	chr17	-	TADA2A	chr17	+
ACACA	chr17	-	TANC2	chr17	+
ACACA	chr17	-	WASIR2	chr16	+
ACACB	chr12	+	9-Mar	chr12	+
ACACB	chr12	+	ACACB	chr12	-
ACACB	chr12	+	UNG	chr12	+
ACACB	chr12	-	CTDSP1	chr2	+
ACAD10	chr12	+	ACAD10	chr12	-
ACAD11	chr3	+	CBFA2T2	chr20	-
ACAD11	chr3	-	ABCE1	chr4	+
ACAD9	chr3	+	KIAA1257	chr3	-
ACAD9	chr3	+	RAB7A	chr3	+
ACADL	chr2	-	MAML2	chr11	-
ACADM	chr1	+	FOXJ3	chr1	-
ACADS	chr12	+	GTPBP10	chr7	+
ACADS	chr12	+	PRKAB1	chr12	+
ACADVL	chr17	+	CD74	chr5	-
ACADVL	chr17	+	DLG4	chr17	+
ACADVL	chr17	-	ACADVL	chr17	+
ACAN	chr15	+	MYOM1	chr18	-
ACAN	chr15	-	ACAN	chr15	+
ACAP2	chr3	-	APOD	chr3	-
ACAP2	chr3	-	ATP5J2	chr7	-
ACAP2	chr3	-	DLG1	chr3	-
ACAP2	chr3	-	DOCK8	chr9	+
ACAP2	chr3	-	IQCG	chr3	-
ACAP2	chr3	-	QKI	chr6	+
ACAP2	chr3	-	SOX2-OT	chr3	+
ACAP2	chr3	-	UBE2J2	chr1	-
ACAP2	chr3	-	XXYLT1	chr3	-
ACAP3	chr1	-	CPSF3L	chr1	-
ACAP3	chr1	-	DVL1	chr1	-
ACAP3	chr1	-	SCNN1D	chr1	+
ACAP3	chr1	-	TMEM240	chr1	-
ACAT1	chr11	+	DCAF1	chr3	+
ACAT2	chr6	+	ACAT2	chr6	-
ACBD3	chr1	+	BOLA2	chr16	+
ACBD3	chr1	-	RAB5B	chr12	+
ACBD4	chr17	+	LRRC37A	chr17	+
ACBD4	chr17	+	TNFAIP8	chr5	+
ACBD5	chr10	+	SH3BP4	chr2	+
ACBD5	chr10	-	ANKRD26	chr10	-
ACBD6	chr1	-	CCDC122	chr13	-
ACBD6	chr1	-	CHIT1	chr1	-
ACBD6	chr1	-	GON4L	chr1	-
ACBD6	chr1	-	IVNS1ABP	chr1	-
ACBD6	chr1	-	PGBD2	chr1	+
ACBD6	chr1	-	WDR91	chr7	-
ACE	chr17	+	CCDC47	chr17	-
ACE	chr17	+	MAP3K3	chr17	+
ACE2	chrX	-	GPR143	chrX	-
ACE2	chrX	-	UTP4	chr16	+
ACER1	chr19	-	KMT2A	chr11	+
ACER2	chr9	+	C8orf37	chr8	-
ACER2	chr9	+	CSH1	chr17	-
ACER3	chr11	+	C11orf30	chr11	+
ACER3	chr11	+	NARS2	chr11	-
ACER3	chr11	+	NRL	chr14	-
ACER3	chr11	+	PC	chr11	-
ACER3	chr11	+	PPME1	chr11	+
ACER3	chr11	+	THRSP	chr11	+
ACER3	chr11	+	UVRAG	chr11	+
ACER3	chr11	+	ZNF451	chr6	+
ACER3	chr11	-	ACER3	chr11	+
ACHE	chr7	-	VPS50	chr7	+
ACIN1	chr14	+	ACIN1	chr14	-
ACIN1	chr14	-	DTWD2	chr5	+
ACIN1	chr14	-	HAUS4	chr14	-
ACIN1	chr14	-	KIAA1598	chr10	-
ACIN1	chr14	-	PTPRN2	chr7	-
ACIN1	chr14	-	RIN3	chr14	+
ACIN1	chr14	-	SHTN1	chr10	-
ACKR1	chr1	+	EMP1	chr12	+
ACKR2	chr17	+	CHST10	chr2	-
ACKR2	chr17	-	RUNX1	chr21	+
ACKR2	chr3	+	POMGNT2	chr3	-
ACKR3	chr2	+	CASC4	chr15	+
ACLY	chr17	-	DNAJC7	chr17	-
ACLY	chr17	-	NEUROD2	chr17	-
ACLY	chr17	-	TAF15	chr17	+
ACLY	chr17	-	WEE1	chr11	+
ACO1	chr9	+	ACO1	chr9	+
ACO1	chr9	+	TYRP1	chr9	+
ACO1	chr9	-	ACO1	chr9	+
ACO2	chr22	+	AHRR	chr5	+
ACO2	chr22	+	ARHGAP8	chr22	+
ACO2	chr22	+	C1QTNF7	chr4	+
ACO2	chr22	+	C22orf25	chr22	+
ACO2	chr22	+	EZR	chr6	-
ACO2	chr22	+	ISX	chr22	+
ACO2	chr22	+	PRR5	chr22	+
ACO2	chr22	+	RASGEF1C	chr5	-
ACO2	chr22	+	TANGO2	chr22	+
ACO2	chr22	+	TBCD	chr17	+
ACO2	chr22	+	TEF	chr22	+
ACO2	chr22	+	UBE2A	chrX	+
ACO2	chr22	+	ZC3H7B	chr22	+
ACOT1	chr14	+	OAS3	chr12	+
ACOT11	chr1	+	C8B	chr1	-
ACOT11	chr1	+	GIP	chr17	-
ACOT12	chr5	-	SSBP2	chr5	-
ACOT13	chr6	-	CLN5	chr13	+
ACOT2	chr14	+	ZNF320	chr19	-
ACOT7	chr1	+	ACOT7	chr1	-
ACOT7	chr1	+	ZCCHC24	chr10	-
ACOT7	chr1	-	DNAJC11	chr1	-
ACOT7	chr1	-	FUCA1	chr1	-
ACOT7	chr1	-	KLHL21	chr1	-
ACOT7	chr1	-	MIB2	chr1	+
ACOT7	chr1	-	NPHP4	chr1	-
ACOT7	chr1	-	NSMCE2	chr8	+
ACOT7	chr1	-	PLEKHG5	chr1	-
ACOT7	chr1	-	TTC34	chr1	-
ACOT9	chrX	-	APOO	chrX	-
ACOX1	chr17	+	PRKAG2	chr7	+
ACOX1	chr17	-	EXOC7	chr17	-
ACOX1	chr17	-	PPP2R3B	chrY	-
ACOX1	chr17	-	SRP68	chr17	-
ACOX3	chr4	+	C1orf106	chr1	-
ACOX3	chr4	-	ACOX3	chr4	-
ACOX3	chr4	-	CD96	chr3	+
ACOX3	chr4	-	DLGAP4	chr20	+
ACOX3	chr4	-	MXD4	chr4	-
ACOX3	chr4	-	STAT1	chr2	-
ACOX3	chr4	-	VAMP7	chrY	+
ACOXL	chr2	+	IGKC	chr2	-
ACOXL	chr2	+	KLHL23	chr2	+
ACOXL	chr2	+	SSB	chr2	+
ACOXL	chr2	+	UNC5D	chr8	+
ACP2	chr11	-	CD74	chr5	-
ACP2	chr11	-	KIRREL3	chr11	-
ACP2	chr11	-	MRPL48	chr11	+
ACP2	chr11	-	MRVI1-AS1	chr11	-
ACP5	chr19	+	PSAP	chr10	+
ACP5	chr19	-	GTF2F1	chr19	-
ACP6	chr1	-	INTS7	chr1	-
ACP6	chr1	-	PIAS3	chr1	+
ACP6	chr1	-	PIAS3	chr1	-
ACP6	chr1	-	PRIM2	chr6	-
ACP7	chr19	+	ACTN4	chr19	+
ACPP	chr3	+	ARFIP1	chr4	+
ACPP	chr3	+	ATP2C1	chr3	+
ACPP	chr3	+	AXL	chr19	+
ACPP	chr3	+	BCR	chr22	+
ACPP	chr3	+	MYC	chr8	+
ACPP	chr3	+	NEDD4L	chr18	+
ACPP	chr3	+	NPY	chr7	+
ACPP	chr3	+	OGT	chrX	+
ACPP	chr3	+	PAFAH1B1	chr17	-
ACPP	chr3	+	RDH11	chr14	-
ACPP	chr3	+	RPL7P16	chr3	-
ACPP	chr3	+	SAFB2	chr19	-
ACPP	chr3	+	STAT6	chr12	-
ACPP	chr3	+	ZNF462	chr9	+
